,,,,AWP/QTY,,,,,WAC/QTY,,,,,Base/QTY,,,,,MAF/QTY,,,,,PPL/QTY,,,,,PPA/QTY,,,,,TOTAL/QTY ,,,,,Base %,,,,,MAF %,,,,,PPL%,,,,,PPA%,,,,,Total%,,,,
EHB_OO,2250680,ZEPBOUND,GLP-1 ANTI-OBESITY AGENTS,$670.13 ,$687.52 ,$704.26 ,$720.40 ,$735.74 ,$559.43 ,$573.94 ,$587.92 ,$601.39 ,$614.20 ,$212.58 ,$218.10 ,$223.41 ,$228.53 ,$233.39 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$212.58 ,$218.10 ,$223.41 ,$228.53 ,233.39%,38%,38%,38%,38%,38%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38%,38%,38%,38%,38
EHB_OO,NEWGENERICS17772012301,NEW GENERIC OXTELLAR XR,ANTICONVULSANTS - 2ND GENERATION,$28.19 ,$30.07 ,$31.97 ,$33.88 ,$35.77 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,2533754,VERZENIO,ONCOLOGY,$368.45 ,$387.00 ,$406.49 ,$426.96 ,$448.46 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,50228046601,NABUMETONE,NONSTEROIDAL ANTI-INFLAMMATORY AGENTS (NSAIDS),$1.46 ,$1.46 ,$1.46 ,$1.46 ,$1.46 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,58657032650,MULTI-VITAMIN/FLUORIDE DROPS,VITAMINS & SUPPLEMENTS,$0.40 ,$0.40 ,$0.40 ,$0.40 ,$0.40 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,NEWGENERICS00310625030,NEW GENERIC XIGDUO XR,SGLT-2 INHIBITORS & COMBOS,$22.37 ,$23.12 ,$23.85 ,$24.56 ,$25.24 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,NEWGENERICS62541020430,NEW GENERIC QSYMIA,ANTI-OBESITY AGENTS,$8.10 ,$8.14 ,$8.20 ,$8.26 ,$8.34 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,60505058901,BRIMONIDINE TARTRATE/TIMOLOL MALEATE,OPHTHALMIC BETA BLOCKERS,$44.33 ,$44.33 ,$44.33 ,$44.33 ,$44.33 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,65757065442,LYBALVI,PSYCHOTHERAPEUTIC AND NEUROLOGICAL AGENTS - MISC.,$69.16 ,$72.60 ,$76.12 ,$79.73 ,$83.51 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,16571081320,CALCIUM ACETATE,PHOSPHATE BINDER AGENTS,$1.03 ,$1.03 ,$1.03 ,$1.03 ,$1.03 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,55513067001,AVSOLA,CHRONIC INFLAMMATORY DISEASE,$600.00 ,$600.00 ,$600.00 ,$600.00 ,$600.00 ,$500.00 ,$500.00 ,$500.00 ,$500.00 ,$500.00 ,$32.50 ,$32.50 ,$32.50 ,$32.50 ,$32.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$32.50 ,$32.50 ,$32.50 ,$32.50 ,32.50%,7%,7%,7%,7%,7%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7%,7%,7%,7%,7
EHB_OO,168027740,CLINDAMYCIN PHOSPHATE,VAGINAL ANTI-INFECTIVES,$3.26 ,$3.26 ,$3.26 ,$3.26 ,$3.26 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,64896040201,ONGENTYS,ANTIPARKINSON AGENTS,$30.34 ,$31.86 ,$33.45 ,$35.13 ,$36.88 ,$23.94 ,$25.14 ,$26.39 ,$27.71 ,$29.10 ,$6.07 ,$6.37 ,$6.69 ,$7.03 ,$7.38 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$6.07 ,$6.37 ,$6.69 ,$7.03 ,7.38%,25%,25%,25%,25%,25%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25%,25%,25%,25%,25
EHB_OO,193781801,CONTOUR NEXT ONE BLOOD GLUCOSE MONITORING SYSTEM,DIABETES MONITORING AND TESTING SUPPLIES,$18.00 ,$18.00 ,$18.00 ,$18.00 ,$18.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,$15.00 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$15.00 ,$15.00 ,$15.00 ,$15.00 ,15.00%,100%,100%,100%,100%,100%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100%,100%,100%,100%,100
EHB_OO,NEWGENERICSGGNNR9000000000000000000100,NEW GENERIC,Aggregate,$28.01 ,$22.82 ,$26.22 ,$32.26 ,$38.45 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,58284022801,BRIXADI,OPIOID PARTIAL AGONISTS,"$5,822.90 ","$5,956.75 ","$6,085.62 ","$6,209.81 ","$6,327.31 ","$4,908.85 ","$5,021.69 ","$5,130.33 ","$5,235.03 ","$5,334.08 ",$650.79 ,$665.75 ,$680.15 ,$694.03 ,$707.16 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$650.79 ,$665.75 ,$680.15 ,$694.03 ,707.16%,13%,13%,13%,13%,13%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13%,13%,13%,13%,13
EHB_OO,74057622,VENCLEXTA,ONCOLOGY,$161.99 ,$169.06 ,$176.50 ,$184.32 ,$192.83 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,49502010202,EPINEPHRINE,ANAPHYLAXIS THERAPY AGENTS,$187.50 ,$187.50 ,$187.50 ,$187.50 ,$187.50 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,58160082730,MENVEO,VACCINES,$411.13 ,$421.79 ,$432.06 ,$441.97 ,$451.37 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,24591902,DUPIXENT,CHRONIC INFLAMMATORY DISEASE,"$2,164.82 ","$2,229.77 ","$2,296.66 ","$2,365.56 ","$2,436.52 ","$1,796.94 ","$1,850.85 ","$1,906.37 ","$1,963.56 ","$2,022.47 ",$408.80 ,$421.07 ,$433.70 ,$446.71 ,$460.11 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$408.80 ,$421.07 ,$433.70 ,$446.71 ,460.11%,23%,23%,23%,23%,23%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23%,23%,23%,23%,23
EHB_OO,2879759,HUMALOG MIX 75/25 KWIKPEN,RAPID ACTING,$12.73 ,$12.73 ,$12.73 ,$12.73 ,$12.73 ,$10.61 ,$10.61 ,$10.61 ,$10.61 ,$10.61 ,$1.25 ,$1.25 ,$1.25 ,$1.25 ,$1.25 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$1.25 ,$1.25 ,$1.25 ,$1.25 ,1.25%,12%,12%,12%,12%,12%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12%,12%,12%,12%,12
EHB_OO,50474078284,BIMZELX,CHRONIC INFLAMMATORY DISEASE,"$9,789.70 ","$10,279.18 ","$10,793.14 ","$11,332.80 ","$11,899.44 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,72426011803,NEXLETOL,ACL INHIBITORS & COMBOS,$17.54 ,$18.38 ,$19.27 ,$20.22 ,$21.26 ,$14.69 ,$15.39 ,$16.14 ,$16.93 ,$17.80 ,$7.04 ,$7.38 ,$7.74 ,$8.12 ,$8.29 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$7.04 ,$7.38 ,$7.74 ,$8.12 ,8.29%,48%,48%,48%,48%,47%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48%,48%,48%,48%,47
EHB_OO,49281079020,TYPHIM VI,VACCINES,$294.17 ,$319.24 ,$343.74 ,$367.52 ,$389.05 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,6468100,M-M-R II,VACCINES,$118.25 ,$120.33 ,$122.82 ,$125.68 ,$129.31 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,228306111,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,$7.05 ,$7.05 ,$7.05 ,$7.05 ,$7.05 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,173088810,ARNUITY ELLIPTA,INHALED CORTICOSTEROIDS (ICS),$8.44 ,$8.63 ,$8.86 ,$9.12 ,$9.46 ,$7.05 ,$7.21 ,$7.40 ,$7.62 ,$7.90 ,$4.97 ,$5.09 ,$5.22 ,$5.38 ,$5.06 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$4.97 ,$5.09 ,$5.22 ,$5.38 ,5.06%,71%,71%,71%,71%,64%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71%,71%,71%,71%,64
EHB_OO,53885001110,ONETOUCH DELICA PLUS LANCETS FINE 30G,DIABETES MONITORING AND TESTING SUPPLIES,$0.17 ,$0.19 ,$0.21 ,$0.23 ,$0.24 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,8627007801,DEXCOM G7 RECEIVER,DIABETES MONITORING AND TESTING SUPPLIES,$384.25 ,$394.22 ,$403.82 ,$413.07 ,$421.87 ,$311.11 ,$319.18 ,$326.95 ,$334.44 ,$341.56 ,$303.33 ,$311.20 ,$318.77 ,$326.08 ,$333.02 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$303.33 ,$311.20 ,$318.77 ,$326.08 ,333.02%,98%,98%,97%,98%,98%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98%,98%,97%,98%,98
EHB_OO,49702026423,APRETUDE,HIV-INTEGRASE INHIBITOR,"$1,683.14 ","$1,717.13 ","$1,751.15 ","$1,785.25 ","$1,820.23 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,NEWGENERICS00310621030,NEW GENERIC FARXIGA,SGLT-2 INHIBITORS & COMBOS,$21.59 ,$21.59 ,$21.59 ,$21.59 ,$21.59 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,42806065830,ENTECAVIR,HEPATITIS B,$44.44 ,$44.44 ,$44.44 ,$44.44 ,$44.44 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,59779046708,CVS ASPIRIN ADULT LOW DOSE,ANALGESICS,$0.05 ,$0.05 ,$0.05 ,$0.05 ,$0.05 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,80610011560,ZORYVE,MISC SKIN CONDITION,$19.11 ,$20.07 ,$21.07 ,$22.12 ,$23.23 ,$16.30 ,$17.12 ,$17.98 ,$18.88 ,$19.82 ,$5.05 ,$5.31 ,$5.57 ,$5.85 ,$6.14 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$5.05 ,$5.31 ,$5.57 ,$5.85 ,6.14%,31%,31%,31%,31%,31%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31%,31%,31%,31%,31
EHB_OO,93172101,WARFARIN SODIUM,ORAL ANTICOAGULANTS,$0.67 ,$0.67 ,$0.67 ,$0.67 ,$0.67 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,69097024402,DARUNAVIR,HIV-PROTEASE INHIBITOR,$79.62 ,$79.62 ,$79.62 ,$79.62 ,$79.62 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,406117003,NALTREXONE HYDROCHLORIDE,OPIOID ANTAGONISTS,$5.51 ,$5.51 ,$5.51 ,$5.51 ,$5.51 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,74709430,QULIPTA,MIGRAINE PRODUCTS,$48.55 ,$51.09 ,$53.55 ,$55.95 ,$58.22 ,$40.48 ,$42.60 ,$44.65 ,$46.66 ,$48.54 ,$23.58 ,$24.81 ,$26.01 ,$27.18 ,$28.28 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$23.58 ,$24.81 ,$26.01 ,$27.18 ,28.28%,58%,58%,58%,58%,58%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58%,58%,58%,58%,58
EHB_OO,73302045601,ELLA,CONTRACEPTIVES,$46.76 ,$47.23 ,$47.79 ,$48.43 ,$49.24 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,642747101,TYBLUME,CONTRACEPTIVES,$0.95 ,$0.95 ,$0.96 ,$0.97 ,$0.98 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,187000545,ALTRENO,ACNE PRODUCTS,$3.07 ,$3.07 ,$3.07 ,$3.07 ,$3.07 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,NEWGENERICS49702024633,NEW GENERIC DOVATO,HIV-MULTICLASS COMBO,0,0,0,0,$149.31 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,61755002102,PRALUENT,PCSK9 INHIBITORS,$324.76 ,$336.68 ,$348.57 ,$360.45 ,$372.40 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,11917004813,"INSULIN SYRINGE/U-100/1ML/31G X 5/16""",NEEDLES & SYRINGES,$0.20 ,$0.20 ,$0.20 ,$0.20 ,$0.20 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,24208046325,LATANOPROST,OPHTHALMIC PROSTAGLANDINS,$9.75 ,$9.75 ,$9.75 ,$9.75 ,$9.75 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,173087610,ARNUITY ELLIPTA,INHALED CORTICOSTEROIDS (ICS),$11.30 ,$11.56 ,$11.86 ,$12.21 ,$12.67 ,$9.44 ,$9.66 ,$9.91 ,$10.21 ,$10.58 ,$6.66 ,$6.81 ,$6.99 ,$7.20 ,$6.77 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$6.66 ,$6.81 ,$6.99 ,$7.20 ,6.77%,71%,71%,71%,71%,64%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71%,71%,71%,71%,64
EHB_OO,74107001,SKYRIZI,IMMUNOMODULATORS,"$11,865.10 ","$12,578.96 ","$13,335.77 ","$14,138.12 ","$14,988.74 ","$9,838.42 ","$10,430.35 ","$11,057.89 ","$11,723.19 ","$12,428.52 ","$4,733.26 ","$5,331.99 ","$5,652.79 ","$5,992.89 ","$6,353.46 ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"$4,733.26 ","$5,331.99 ","$5,652.79 ","$5,992.89 ",6353.46%,48%,51%,51%,51%,51%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48%,51%,51%,51%,51
EHB_OO,42858072001,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,$0.72 ,$0.72 ,$0.72 ,$0.72 ,$0.72 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,536589588,NICOTINE TRANSDERMAL SYSTEM,SMOKING DETERRENTS,$2.06 ,$2.06 ,$2.06 ,$2.06 ,$2.06 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,AggregateGGNNR3000000000000000000005,AggregateGGNNR3000000000000000000005,Aggregate,$20.10 ,$20.10 ,$20.10 ,$20.10 ,$20.10 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,2820705,LYUMJEV KWIKPEN,RAPID ACTING,$42.43 ,$42.43 ,$42.43 ,$42.43 ,$42.43 ,$35.36 ,$35.36 ,$35.36 ,$35.36 ,$35.36 ,$24.58 ,$24.58 ,$24.58 ,$24.58 ,$24.58 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$24.58 ,$24.58 ,$24.58 ,$24.58 ,24.58%,70%,70%,70%,70%,70%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70%,70%,70%,70%,70
EHB_OO,98302014059,CLEVER CHOICE COMFORT EZ PEN NEEDLES 32GX4MM,NEEDLES & SYRINGES,$1.22 ,$1.22 ,$1.22 ,$1.22 ,$1.22 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,54032656,FLUTICASONE PROPIONATE/SALMETEROL,LABA LAMA COMBO,$6.02 ,$6.02 ,$6.02 ,$6.02 ,$6.02 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,52747020730,RESTORA RX,ANTIDIARRHEAL / PROBIOTIC AGENTS,$1.80 ,$1.82 ,$1.85 ,$1.89 ,$1.93 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,72511075001,REPATHA,PCSK9 INHIBITORS,$355.61 ,$370.69 ,$387.23 ,$405.25 ,$426.15 ,$297.13 ,$309.73 ,$323.55 ,$338.61 ,$356.07 ,$153.21 ,$159.70 ,$166.83 ,$174.59 ,$183.60 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$153.21 ,$159.70 ,$166.83 ,$174.59 ,183.60%,52%,52%,52%,52%,52%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52%,52%,52%,52%,52
EHB_OO,50242087701,XOFLUZA,INFLUENZA AGENTS,$203.24 ,$204.44 ,$205.84 ,$207.45 ,$209.44 ,$164.54 ,$165.51 ,$166.65 ,$167.95 ,$169.56 ,$7.82 ,$7.86 ,$7.92 ,$7.98 ,$8.05 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$7.82 ,$7.86 ,$7.92 ,$7.98 ,8.05%,5%,5%,5%,5%,5%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5%,5%,5%,5%,5
EHB_OO,115149001,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,$7.05 ,$7.05 ,$7.05 ,$7.05 ,$7.05 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,72888001001,BACLOFEN,MUSCLE RELAXANTS & COMBOS,$2.47 ,$2.47 ,$2.47 ,$2.47 ,$2.47 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,3218851,ORENCIA CLICKJECT,IMMUNOMODULATORS,"$1,886.95 ","$1,993.22 ","$2,097.84 ","$2,200.69 ","$2,298.74 ","$1,588.98 ","$1,678.47 ","$1,766.57 ","$1,853.18 ","$1,935.75 ",$535.42 ,$565.57 ,$595.26 ,$624.44 ,$652.26 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$535.42 ,$565.57 ,$595.26 ,$624.44 ,652.26%,34%,34%,34%,34%,34%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34%,34%,34%,34%,34
EHB_OO,173087410,ARNUITY ELLIPTA,INHALED CORTICOSTEROIDS (ICS),$8.44 ,$8.63 ,$8.86 ,$9.12 ,$9.46 ,$7.05 ,$7.21 ,$7.40 ,$7.62 ,$7.90 ,$4.97 ,$5.09 ,$5.22 ,$5.38 ,$5.06 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$4.97 ,$5.09 ,$5.22 ,$5.38 ,5.06%,71%,71%,71%,71%,64%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71%,71%,71%,71%,64
EHB_OO,78091112,XIIDRA,OPHTHALMIC INTEGRIN ANTAGONIST,$14.96 ,$15.65 ,$16.39 ,$17.20 ,$18.11 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,52652800101,ZONISADE,ANTICONVULSANTS - 2ND GENERATION,$3.45 ,$3.54 ,$3.63 ,$3.71 ,$3.79 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,406895301,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,$6.13 ,$6.13 ,$6.13 ,$6.13 ,$6.13 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EHB_OO,NEWGENERICS49702024613,NEW GENERIC DOVATO,HIV-MULTICLASS COMBO,0,0,0,0,$135.59 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
