,,,,,AWP/QTY,,,,,WAC/QTY,,,,,Base/QTY,,,,,MAF/QTY,,,,,PPL/QTY,,,,,PPA/QTY,,,,
PP_OO_DbMiReSp_GOV00548585000,PP_OO_DbMiReSp_GOV,548585000,GLUCAGON EMERGENCY KIT FOR LOW BLOOD SUGAR,GLUCOSE,336,336,336,336,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00548835101,PP_OO_DbMiReSp_GOV,548835101,BAQSIMI ONE PACK,GLUCOSE,357.46,357.46,357.46,357.46,357.46,294.263,294.263,294.263,294.263,294.263,68.4161,68.4161,68.4161,68.4161,68.4161,7.3566,7.3566,7.3566,7.3566,7.3566,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00548835202,PP_OO_DbMiReSp_GOV,548835202,BAQSIMI TWO PACK,GLUCOSE,357.455,357.455,357.455,357.455,357.455,294.263,294.263,294.263,294.263,294.263,68.4161,68.4161,68.4161,68.4161,68.4161,7.3566,7.3566,7.3566,7.3566,7.3566,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00555097302,PP_OO_DbMiReSp_GOV,555097302,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,1.714,1.714,1.714,1.714,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00555902658,PP_OO_DbMiReSp_GOV,555902658,JUNEL FE 1/20,CONTRACEPTIVES,1.0234,1.0234,1.0234,1.0234,1.0234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00555902858,PP_OO_DbMiReSp_GOV,555902858,JUNEL FE 1.5/30,CONTRACEPTIVES,1.0334,1.0334,1.0334,1.0334,1.0334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00574050801,PP_OO_DbMiReSp_GOV,574050801,FERROUS GLUCONATE,VITAMINS & SUPPLEMENTS,0.06,0.06,0.06,0.06,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00574082701,PP_OO_DbMiReSp_GOV,574082701,TESTOSTERONE CYPIONATE,ANDROGENS,23.18,23.18,23.18,23.18,23.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00574220545,PP_OO_DbMiReSp_GOV,574220545,TRETINOIN,ACNE PRODUCTS,4.6949,4.6949,4.6949,4.6949,4.6949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00574230145,PP_OO_DbMiReSp_GOV,574230145,TRETINOIN,ACNE PRODUCTS,4.1849,4.1849,4.1849,4.1849,4.1849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00574403105,PP_OO_DbMiReSp_GOV,574403105,TOBRAMYCIN/DEXAMETHASONE,OPHTHALMIC STEROIDS,18.252,18.252,18.252,18.252,18.252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00591315901,PP_OO_DbMiReSp_GOV,591315901,URSODIOL,GALLSTONE SOLUBILIZING AGENTS,7.351,7.351,7.351,7.351,7.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00591352530,PP_OO_DbMiReSp_GOV,591352530,LIDOCAINE,LOCAL ANESTHETICS - TOPICAL,9.3603,9.3603,9.3603,9.3603,9.3603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597002402,PP_OO_DbMiReSp_GOV,597002402,COMBIVENT RESPIMAT,LABA LAMA COMBO,151.205,154.5568,160.0838,165.5601,170.9936,126.4193,131.1276,135.8168,140.4629,145.0728,28.4443,29.5037,30.5588,31.6042,32.6414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597008717,PP_OO_DbMiReSp_GOV,597008717,ATROVENT HFA,INHALED BRONCHODILATOR,28.5434,28.5434,28.5434,28.5434,28.5434,20.0693,20.0693,20.0693,20.0693,20.0693,3.462,3.462,3.462,3.462,3.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597010860,PP_OO_DbMiReSp_GOV,597010860,PRADAXA,ORAL ANTICOAGULANTS,3.968,3.968,3.968,3.968,3.968,3.307,3.307,3.307,3.307,3.307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597014030,PP_OO_DbMiReSp_GOV,597014030,TRADJENTA,DPP-4 INHIBITORS & COMBOS,21.0033,21.0033,21.0033,21.0033,21.0033,17.503,0,0,0,0,8.8535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597014090,PP_OO_DbMiReSp_GOV,597014090,TRADJENTA,DPP-4 INHIBITORS & COMBOS,21.0032,21.0032,21.0032,21.0032,21.0032,17.503,0,0,0,0,8.8535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597014760,PP_OO_DbMiReSp_GOV,597014760,JENTADUETO,DPP-4 INHIBITORS & COMBOS,10.5017,10.5562,10.7252,10.9267,11.1586,8.7674,0,0,0,0,4.4348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597014860,PP_OO_DbMiReSp_GOV,597014860,JENTADUETO,DPP-4 INHIBITORS & COMBOS,10.5017,10.5562,10.7252,10.9267,11.1586,8.7674,0,0,0,0,4.4348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597015561,PP_OO_DbMiReSp_GOV,597015561,STIOLTO RESPIMAT,LABA LAMA COMBO,145.1075,148.3251,153.6305,158.8872,164.1026,122.8114,127.3867,131.9432,136.4578,140.937,78.9063,81.846,84.7735,87.6741,90.552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597015918,PP_OO_DbMiReSp_GOV,597015918,SYNJARDY,SGLT-2 INHIBITORS & COMBOS,12.5887,8.8547,8.8547,8.8547,8.8547,10.5275,5.8544,5.8544,5.8544,5.8544,7.1587,2.4856,2.4856,2.4856,2.4856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597016430,PP_OO_DbMiReSp_GOV,597016430,GLYXAMBI,SGLT-2 INHIBITORS & COMBOS,25.1773,17.7839,17.7839,17.7839,17.7839,21.0494,11.7876,11.7876,11.7876,11.7876,10.3668,1.0302,1.0302,1.0302,1.0302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597016818,PP_OO_DbMiReSp_GOV,597016818,SYNJARDY,SGLT-2 INHIBITORS & COMBOS,12.5887,8.8547,8.8547,8.8547,8.8547,10.5275,5.8544,5.8544,5.8544,5.8544,7.1587,2.4856,2.4856,2.4856,2.4856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597016860,PP_OO_DbMiReSp_GOV,597016860,SYNJARDY,SGLT-2 INHIBITORS & COMBOS,12.5887,8.8547,8.8547,8.8547,8.8547,10.5275,5.8544,5.8544,5.8544,5.8544,7.1587,2.4855,2.4855,2.4855,2.4855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597018060,PP_OO_DbMiReSp_GOV,597018060,SYNJARDY,SGLT-2 INHIBITORS & COMBOS,12.5887,8.8547,8.8547,8.8547,8.8547,10.5275,5.8544,5.8544,5.8544,5.8544,7.1587,2.4855,2.4855,2.4855,2.4855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597027533,PP_OO_DbMiReSp_GOV,597027533,JENTADUETO XR,DPP-4 INHIBITORS & COMBOS,21.0033,21.1123,21.4504,21.8533,22.3171,17.5358,0,0,0,0,8.8701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597028073,PP_OO_DbMiReSp_GOV,597028073,SYNJARDY XR,SGLT-2 INHIBITORS & COMBOS,25.1773,17.7095,17.7095,17.7095,17.7095,21.055,11.7087,11.7087,11.7087,11.7087,14.3174,4.9711,4.9711,4.9711,4.9711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597029059,PP_OO_DbMiReSp_GOV,597029059,SYNJARDY XR,SGLT-2 INHIBITORS & COMBOS,12.5887,8.8547,8.8547,8.8547,8.8547,10.5275,5.8544,5.8544,5.8544,5.8544,7.1587,2.4856,2.4856,2.4856,2.4856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597036055,PP_OO_DbMiReSp_GOV,597036055,PRADAXA,ORAL ANTICOAGULANTS,3.968,3.968,3.968,3.968,3.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597036082,PP_OO_DbMiReSp_GOV,597036082,PRADAXA,ORAL ANTICOAGULANTS,3.968,3.968,3.968,3.968,3.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597038577,PP_OO_DbMiReSp_GOV,597038577,TRIJARDY XR,SGLT-2 INHIBITORS & COMBOS,12.5887,8.8919,8.8919,8.8919,8.8919,10.5275,5.8954,5.8954,5.8954,5.8954,3.9215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597039013,PP_OO_DbMiReSp_GOV,597039013,TRIJARDY XR,SGLT-2 INHIBITORS & COMBOS,25.1773,17.7839,17.7839,17.7839,17.7839,21.055,11.7908,11.7908,11.7908,11.7908,7.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597039071,PP_OO_DbMiReSp_GOV,597039071,TRIJARDY XR,SGLT-2 INHIBITORS & COMBOS,25.1773,17.7839,17.7839,17.7839,17.7839,21.055,11.7908,11.7908,11.7908,11.7908,7.843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00597048520,PP_OO_DbMiReSp_GOV,597048520,CYLTEZO,IMMUNOMODULATORS,3945.895,4012.0034,4116.0748,4216.2847,4312.9388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00603188016,PP_OO_DbMiReSp_GOV,603188016,LIDOCAINE,LOCAL ANESTHETICS - TOPICAL,10.2757,10.2757,10.2757,10.2757,10.2757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00642747001,PP_OO_DbMiReSp_GOV,642747001,SLYND,CONTRACEPTIVES,8.3143,8.3143,8.3143,8.3143,8.3143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00781232151,PP_OO_DbMiReSp_GOV,781232151,APREPITANT,ANTIEMETICS,109.936,109.936,109.936,109.936,109.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00781300407,PP_OO_DbMiReSp_GOV,781300407,OMNITROPE,GROWTH HORMONES,1030.3733,1030.3733,1030.3733,1030.3733,1030.3733,848.227,848.227,848.227,848.227,848.227,655.2554,655.2554,655.2554,655.2554,655.2554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00781325089,PP_OO_DbMiReSp_GOV,781325089,GLATOPA,MS,524.3,524.3,524.3,524.3,524.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00781517501,PP_OO_DbMiReSp_GOV,781517501,MYCOPHENOLATE MOFETIL,TRANSPLANT,7.9347,7.9347,7.9347,7.9347,7.9347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00781717250,PP_OO_DbMiReSp_GOV,781717250,AZELAIC ACID,ROSACEA AGENTS,7.355,7.355,7.355,7.355,7.355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00781808532,PP_OO_DbMiReSp_GOV,781808532,PIRFENIDONE,PULMONARY FIBROSIS AGENTS,42.2712,42.2712,42.2712,42.2712,42.2712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00832121600,PP_OO_DbMiReSp_GOV,832121600,JANTOVEN,ORAL ANTICOAGULANTS,0.6873,0.6873,0.6873,0.6873,0.6873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00832142505,PP_OO_DbMiReSp_GOV,832142505,BRIMONIDINE TARTRATE/TIMOLOL MALEATE,OPHTHALMIC BETA BLOCKERS,46.542,46.542,46.542,46.542,46.542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00904655161,PP_OO_DbMiReSp_GOV,904655161,ONDANSETRON HYDROCHLORIDE,ANTIEMETICS,0.7433,0.7433,0.7433,0.7433,0.7433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00904662361,PP_OO_DbMiReSp_GOV,904662361,TACROLIMUS,TRANSPLANT,1.26,1.26,1.26,1.26,1.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00904716806,PP_OO_DbMiReSp_GOV,904716806,URSODIOL,GALLSTONE SOLUBILIZING AGENTS,5.88,5.88,5.88,5.88,5.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00944270002,PP_OO_DbMiReSp_GOV,944270002,GAMMAGARD LIQUID,IMMUNE SERUMS,20.953,21.5479,22.5783,23.5897,24.5815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00944304610,PP_OO_DbMiReSp_GOV,944304610,ADVATE,ANTIHEMOPHILIC PRODUCTS,2.35,2.3935,2.4674,2.5386,2.6071,1.9658,2.0268,2.0894,2.1497,2.2078,0.0491,0.0507,0.0522,0.0537,0.0552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00944462201,PP_OO_DbMiReSp_GOV,944462201,ADYNOVATE,ANTIHEMOPHILIC PRODUCTS,3.08,3.1527,3.2766,3.3967,3.5129,2.5886,2.6912,2.797,2.8995,2.9988,0.1294,0.1346,0.1399,0.145,0.1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV00955290002,PP_OO_DbMiReSp_GOV,955290002,INSULIN GLARGINE MAX SOLOSTAR,BASAL INSULIN,45.7133,45.7133,45.7133,45.7133,45.7133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV08290320109,PP_OO_DbMiReSp_GOV,8290320109,BD PEN NEEDLE/SHORT/ULTRA-FINE/31G X 8MM,NEEDLES & SYRINGES,0.791,0.8261,0.8861,0.948,1.0116,0.6289,0.6762,0.7253,0.7759,0.828,0.1955,0.2802,0.3006,0.3216,0.3432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV08290320119,PP_OO_DbMiReSp_GOV,8290320119,BD PEN NEEDLE/MINI/ULTRA-FINE/31G X 5MM,NEEDLES & SYRINGES,0.791,0.826,0.8856,0.9469,1.0098,0.6289,0.676,0.7248,0.7749,0.8264,0.1924,0.2757,0.2956,0.316,0.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV08290328203,PP_OO_DbMiReSp_GOV,8290328203,BD PEN NEEDLE/ORIGINAL/ULTRA-FINE/29G X 12.7MM,NEEDLES & SYRINGES,0.791,0.8256,0.8838,0.9432,1.0038,0.6288,0.6753,0.7229,0.7715,0.8211,0.1815,0.2599,0.2782,0.2969,0.316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV08317236132,PP_OO_DbMiReSp_GOV,8317236132,TECHLITE PEN NEEDLES/32G X 6MM,NEEDLES & SYRINGES,0.232,0.232,0.232,0.232,0.232,0.145,0.145,0.145,0.145,0.145,0.0377,0.0377,0.0377,0.0377,0.0377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV08317260312,PP_OO_DbMiReSp_GOV,8317260312,"TECHLITE INSULIN SYRINGE U-100/0.5ML/31G X 5/16""",NEEDLES & SYRINGES,0.21,0.2193,0.2352,0.2515,0.2683,0.1443,0.1552,0.1664,0.1779,0.1898,0.0289,0.031,0.0333,0.0356,0.038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV08317260314,PP_OO_DbMiReSp_GOV,8317260314,"TECHLITE INSULIN SYRINGE U-100/0.3ML/31G X 15/64""",NEEDLES & SYRINGES,0.225,0.235,0.252,0.2695,0.2875,0.1546,0.1662,0.1783,0.1906,0.2034,0.0309,0.0332,0.0357,0.0381,0.0407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV08484990310,PP_OO_DbMiReSp_GOV,8484990310,PRODIGY CONTROL SOLUTION LOW,DIABETES MONITORING AND TESTING SUPPLIES,2.5,2.5,2.5,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV08508300021,PP_OO_DbMiReSp_GOV,8508300021,OMNIPOD 5 DEXCOM G7G6 PODS (GEN 5),INSULIN ADMINISTRATION SUPPLIES,74.626,74.626,74.626,74.626,74.626,58,58,58,58,58,11.4022,15.203,15.203,15.203,15.203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV08508300053,PP_OO_DbMiReSp_GOV,8508300053,OMNIPOD 5 G7 PODS (GEN 5),INSULIN ADMINISTRATION SUPPLIES,72.5,73.7146,75.6268,77.468,79.2439,58.6988,60.3481,61.9136,63.4209,64.8748,11.3463,15.5534,15.9569,16.3454,16.7201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV08539392502,PP_OO_DbMiReSp_GOV,8539392502,RIGHTEST GS333 BLOOD GLUCOSE TEST STRIPS,DIABETES TEST STRIPS,0.76,0.76,0.76,0.76,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV08627001601,PP_OO_DbMiReSp_GOV,8627001601,DEXCOM G6 TRANSMITTER,DIABETES MONITORING AND TESTING SUPPLIES,296.88,296.88,296.88,296.88,296.88,237.5,237.5,237.5,237.5,237.5,231.5625,231.5625,231.5625,231.5625,231.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV08627005303,PP_OO_DbMiReSp_GOV,8627005303,DEXCOM G6 SENSOR,DIABETES MONITORING AND TESTING SUPPLIES,156.9233,156.9233,156.9233,156.9233,156.9233,124.014,124.014,124.014,124.014,124.014,87.1198,87.1198,87.1198,87.1198,87.1198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV08627007701,PP_OO_DbMiReSp_GOV,8627007701,DEXCOM G7 SENSOR,DIABETES MONITORING AND TESTING SUPPLIES,156.92,159.549,163.6877,167.6728,171.5166,125.5031,129.0295,132.3765,135.5994,138.7078,88.166,90.6433,92.9945,95.2586,97.4423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV10094021060,PP_OO_DbMiReSp_GOV,10094021060,SYMPAZAN,ANTICONVULSANTS - 2ND GENERATION,40.3547,41.2912,42.9473,44.6465,46.3906,33.1952,34.4899,35.8732,37.2926,38.7494,13.2813,13.7993,14.3527,14.9206,15.5035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV10122042028,PP_OO_DbMiReSp_GOV,10122042028,JUXTAPID,MICROSOMAL TRIGLYCERIDE TRANSFER PROTEIN INHIBITORS,2387.5014,2506.8765,2632.2203,2763.8313,2902.0229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV10702002501,PP_OO_DbMiReSp_GOV,10702002501,PHENTERMINE HCL,ANTI-OBESITY AGENTS,1.5425,1.5425,1.5425,1.5425,1.5425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV10702004401,PP_OO_DbMiReSp_GOV,10702004401,DIETHYLPROPION HCL,ANTI-OBESITY AGENTS,0.521,0.521,0.521,0.521,0.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV10702080806,PP_OO_DbMiReSp_GOV,10702080806,CYCLOSPORINE,OPHTHALMIC IMMUNOMODULATORS,12.267,12.267,12.267,12.267,12.267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV11534017603,PP_OO_DbMiReSp_GOV,11534017603,PHENTERMINE HYDROCHLORIDE,ANTI-OBESITY AGENTS,0.15,0.15,0.15,0.15,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV13107026947,PP_OO_DbMiReSp_GOV,13107026947,DICLOFENAC SODIUM,ANTI-INFLAMMATORY AGENTS - TOPICAL,23.5391,23.5391,23.5391,23.5391,23.5391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV13551000430,PP_OO_DbMiReSp_GOV,13551000430,LUMRYZ,NARCOLEPSY,791.9867,802.7445,821.1972,838.963,856.0845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV13668018590,PP_OO_DbMiReSp_GOV,13668018590,SILDENAFIL CITRATE,PULMONARY ARTERIAL HYPERTENSION,21.0703,21.0703,21.0703,21.0703,21.0703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV13668046330,PP_OO_DbMiReSp_GOV,13668046330,ITRACONAZOLE,ANTIFUNGALS,24.145,24.145,24.145,24.145,24.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV13668059182,PP_OO_DbMiReSp_GOV,13668059182,APREPITANT,ANTIEMETICS,109.936,109.936,109.936,109.936,109.936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV13811070210,PP_OO_DbMiReSp_GOV,13811070210,HYDROMORPHONE HCL ER,OPIOID AGONISTS & COMBOS,13.8073,13.8073,13.8073,13.8073,13.8073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV13811070610,PP_OO_DbMiReSp_GOV,13811070610,METHYLPHENIDATE HYDROCHLORIDE ER (OSM),ADHD & NARCOLEPSY MEDICATIONS,9.3414,9.3414,9.3414,9.3414,9.3414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV13811070710,PP_OO_DbMiReSp_GOV,13811070710,METHYLPHENIDATE HYDROCHLORIDE ER (OSM),ADHD & NARCOLEPSY MEDICATIONS,9.5754,9.5754,9.5754,9.5754,9.5754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV13811070810,PP_OO_DbMiReSp_GOV,13811070810,METHYLPHENIDATE HYDROCHLORIDE ER (OSM),ADHD & NARCOLEPSY MEDICATIONS,9.877,9.877,9.877,9.877,9.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV13811070910,PP_OO_DbMiReSp_GOV,13811070910,METHYLPHENIDATE HYDROCHLORIDE ER (OSM),ADHD & NARCOLEPSY MEDICATIONS,10.7471,10.7471,10.7471,10.7471,10.7471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV15054106004,PP_OO_DbMiReSp_GOV,15054106004,SOMATULINE DEPOT,ENDOCRINE DISORDERS,37992,38093.2563,38435.6385,38842.0185,39306.9187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV16110039155,PP_OO_DbMiReSp_GOV,16110039155,KLISYRI,ONCOLOGY - TOPICAL,384.628,403.8594,424.0524,445.255,467.5177,323.0855,339.2398,356.2018,374.0119,392.7125,169.6929,178.1775,187.0864,196.4407,206.2628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV16110058780,PP_OO_DbMiReSp_GOV,16110058780,CORDRAN,CORTICOSTEROIDS - TOPICAL,1012.15,1034.8032,1072.4939,1110.0161,1147.4193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV16110091560,PP_OO_DbMiReSp_GOV,16110091560,TAZORAC,CHRONIC INFLAMMATORY DISEASE,20.1422,20.593,21.343,22.0897,22.834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV16571066101,PP_OO_DbMiReSp_GOV,16571066101,MECLIZINE HYDROCHLORIDE,ANTIEMETICS,0.4014,0.4014,0.4014,0.4014,0.4014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PP_OO_DbMiReSp_GOV16571066110,PP_OO_DbMiReSp_GOV,16571066110,MECLIZINE HYDROCHLORIDE,ANTIEMETICS,0.4013,0.4013,0.4013,0.4013,0.4013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
