,,,,,AWP/QTY,,,,,WAC/QTY,,,,,Base/QTY,,,,,MAF/QTY,,,,,PPL/QTY,,,,,PPA/QTY,,,,
G5_GOV00713542101,G5_GOV,713542101,AMBIEN,SEDATIVE HYPNOTICS,27.92004457,29.3160468,30.78184914,32.3209416,33.93698868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00713550101,G5_GOV,713550101,AMBIEN CR,SEDATIVE HYPNOTICS,27.92004457,29.3160468,30.78184914,32.3209416,33.93698868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00713552101,G5_GOV,713552101,AMBIEN CR,SEDATIVE HYPNOTICS,27.92004457,29.3160468,30.78184914,32.3209416,33.93698868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00777310402,G5_GOV,777310402,PROZAC,ANTIDEPRESSANTS,17.0262,17.0262,17.0262,17.0262,17.0262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00777310502,G5_GOV,777310502,PROZAC,ANTIDEPRESSANTS,17.508,17.508,17.508,17.508,17.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00777310530,G5_GOV,777310530,PROZAC,ANTIDEPRESSANTS,17.508,17.508,17.508,17.508,17.508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00777310730,G5_GOV,777310730,PROZAC,ANTIDEPRESSANTS,30.408,30.408,30.408,30.408,30.408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00781194339,G5_GOV,781194339,AMOXICILLIN/CLAVULANATE POTASSIUM ER,PENICILLINS,8.431,8.431,8.431,8.431,8.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00781194382,G5_GOV,781194382,AMOXICILLIN/CLAVULANATE POTASSIUM ER,PENICILLINS,8.43143,8.43143,8.43143,8.43143,8.43143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00781236201,G5_GOV,781236201,METHYLPHENIDATE HYDROCHLORIDE ER (LA),ADHD & NARCOLEPSY MEDICATIONS,5.6743,5.6743,5.6743,5.6743,5.6743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00781300107,G5_GOV,781300107,OMNITROPE,GROWTH HORMONES,515.19333,515.19333,515.19333,515.19333,515.19333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00781315401,G5_GOV,781315401,FERUMOXYTOL,VITAMINS & SUPPLEMENTS,63.90706,63.90706,63.90706,63.90706,63.90706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00781323434,G5_GOV,781323434,GLATOPA,MS,216.41367,216.41367,216.41367,216.41367,216.41367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00781561301,G5_GOV,781561301,CARBIDOPA/LEVODOPA/ENTACAPONE,ANTIPARKINSON AGENTS,3.7508,3.7508,3.7508,3.7508,3.7508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00781562501,G5_GOV,781562501,CARBIDOPA/LEVODOPA/ENTACAPONE,ANTIPARKINSON AGENTS,3.7508,3.7508,3.7508,3.7508,3.7508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00781563701,G5_GOV,781563701,CARBIDOPA/LEVODOPA/ENTACAPONE,ANTIPARKINSON AGENTS,3.7508,3.7508,3.7508,3.7508,3.7508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00781618487,G5_GOV,781618487,TAFLUPROST,OPHTHALMIC PROSTAGLANDINS,8.627,8.627,8.627,8.627,8.627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00781618556,G5_GOV,781618556,TRAVOPROST,OPHTHALMIC PROSTAGLANDINS,82.74,82.74,82.74,82.74,82.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00781618575,G5_GOV,781618575,TRAVOPROST,OPHTHALMIC PROSTAGLANDINS,82.738,82.738,82.738,82.738,82.738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00802392594,G5_GOV,802392594,SODIUM CHLORIDE/SODIUM BICARBONATE,SOLIDS,0.15973,0.15973,0.15973,0.15973,0.15973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832011100,G5_GOV,832011100,AMANTADINE HCL,ANTIPARKINSON AGENTS,2.2833,2.2833,2.2833,2.2833,2.2833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832011150,G5_GOV,832011150,AMANTADINE HCL,ANTIPARKINSON AGENTS,2.28322,2.28322,2.28322,2.28322,2.28322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832022500,G5_GOV,832022500,MORPHINE SULFATE ER,OPIOID AGONISTS & COMBOS,4.7321,4.7321,4.7321,4.7321,4.7321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832022600,G5_GOV,832022600,MORPHINE SULFATE ER,OPIOID AGONISTS & COMBOS,5.2289,5.2289,5.2289,5.2289,5.2289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832053303,G5_GOV,832053303,IMATINIB MESYLATE,ONCOLOGY,364.407,364.407,364.407,364.407,364.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832107130,G5_GOV,832107130,TOPIRAMATE ER,ANTICONVULSANTS - 2ND GENERATION,9.93233,9.93233,9.93233,9.93233,9.93233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832107330,G5_GOV,832107330,TOPIRAMATE ER,ANTICONVULSANTS - 2ND GENERATION,35.065,35.065,35.065,35.065,35.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832112005,G5_GOV,832112005,TESTOSTERONE,ANDROGENS,2.753,2.753,2.753,2.753,2.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832112035,G5_GOV,832112035,TESTOSTERONE,ANDROGENS,2.753,2.753,2.753,2.753,2.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832112142,G5_GOV,832112142,TESTOSTERONE PUMP,ANDROGENS,2.753,2.753,2.753,2.753,2.753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832121100,G5_GOV,832121100,JANTOVEN,ORAL ANTICOAGULANTS,0.6149,0.6149,0.6149,0.6149,0.6149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832121200,G5_GOV,832121200,JANTOVEN,ORAL ANTICOAGULANTS,0.642,0.642,0.642,0.642,0.642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832121210,G5_GOV,832121210,JANTOVEN,ORAL ANTICOAGULANTS,0.64201,0.64201,0.64201,0.64201,0.64201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832121300,G5_GOV,832121300,JANTOVEN,ORAL ANTICOAGULANTS,0.6601,0.6601,0.6601,0.6601,0.6601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832121400,G5_GOV,832121400,JANTOVEN,ORAL ANTICOAGULANTS,0.6601,0.6601,0.6601,0.6601,0.6601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832121500,G5_GOV,832121500,JANTOVEN,ORAL ANTICOAGULANTS,0.6601,0.6601,0.6601,0.6601,0.6601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832121600,G5_GOV,832121600,JANTOVEN,ORAL ANTICOAGULANTS,0.6873,0.6873,0.6873,0.6873,0.6873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832121610,G5_GOV,832121610,JANTOVEN,ORAL ANTICOAGULANTS,0.68723,0.68723,0.68723,0.68723,0.68723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832121800,G5_GOV,832121800,JANTOVEN,ORAL ANTICOAGULANTS,0.9224,0.9224,0.9224,0.9224,0.9224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832121900,G5_GOV,832121900,JANTOVEN,ORAL ANTICOAGULANTS,0.9495,0.9495,0.9495,0.9495,0.9495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00832169011,G5_GOV,832169011,ETHACRYNIC ACID,DIURETICS & COMBOS,23.9499,23.9499,23.9499,23.9499,23.9499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00904404073,G5_GOV,904404073,ASPIRIN,ANALGESICS,0.02722,0.02722,0.02722,0.02722,0.02722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00904640761,G5_GOV,904640761,BISACODYL EC,LAXATIVES,0.0721,0.0721,0.0721,0.0721,0.0721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00904656460,G5_GOV,904656460,BENZONATATE,ANTITUSSIVES,0.9986,0.9986,0.9986,0.9986,0.9986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00904674817,G5_GOV,904674817,BISACODYL EC,LAXATIVES,0.0456,0.0456,0.0456,0.0456,0.0456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00904674860,G5_GOV,904674860,BISACODYL EC,LAXATIVES,0.0186,0.0186,0.0186,0.0186,0.0186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00904674880,G5_GOV,904674880,BISACODYL EC,LAXATIVES,0.00715,0.00715,0.00715,0.00715,0.00715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00904675180,G5_GOV,904675180,ASPIRIN LOW DOSE,ANALGESICS,0.00901,0.00901,0.00901,0.00901,0.00901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00904722461,G5_GOV,904722461,FOLIC ACID,VITAMINS & SUPPLEMENTS,0.2024,0.2024,0.2024,0.2024,0.2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00904739889,G5_GOV,904739889,PIRFENIDONE,PULMONARY FIBROSIS AGENTS,9.95,9.95,9.95,9.95,9.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00904741844,G5_GOV,904741844,MAGNESIUM CITRATE,LAXATIVES,0.01193,0.01193,0.01193,0.01193,0.01193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00904752780,G5_GOV,904752780,THERA-M PLUS MULTIVITAMIN/BETA-CAROTENE HIGH POTENCY,VITAMINS & SUPPLEMENTS,0.077977397,0.081876267,0.08597008,0.090268584,0.094782013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00944270004,G5_GOV,944270004,GAMMAGARD LIQUID,IMMUNE SERUMS,23.00466495,24.0350669,25.04566936,26.01258247,27.01682423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00944270007,G5_GOV,944270007,GAMMAGARD LIQUID,IMMUNE SERUMS,23.00466495,24.0350669,25.04566936,26.01258247,27.01682423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00944285009,G5_GOV,944285009,CUVITRU,IMMUNE SERUMS,63.73780903,67.0275723,70.24710768,73.29028263,76.46529097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00944288401,G5_GOV,944288401,GLASSIA,PULMONARY DISORDERS,0.84017211,0.865000876,0.889104991,0.912059903,0.935607466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00955172805,G5_GOV,955172805,INSULIN GLARGINE SOLOSTAR,BASAL INSULIN,13.60933,13.60933,13.60933,13.60933,13.60933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00955172901,G5_GOV,955172901,INSULIN GLARGINE,BASAL INSULIN,13.61,13.61,13.61,13.61,13.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00955290002,G5_GOV,955290002,INSULIN GLARGINE MAX SOLOSTAR,BASAL INSULIN,45.71333,45.71333,45.71333,45.71333,45.71333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00955390003,G5_GOV,955390003,INSULIN GLARGINE SOLOSTAR,BASAL INSULIN,45.71556,45.71556,45.71556,45.71556,45.71556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV00990797308,G5_GOV,990797308,STERILE WATER FOR IRRIGATION,IRRIGATION SOLUTIONS,0.00473,0.00473,0.00473,0.00473,0.00473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV04351050012,G5_GOV,4351050012,AEROCHAMBER PLUS FLOW VU MOUTHPIECE,SPACER/AEROSOL-HOLDING CHAMBERS & SUPPLIES,53.70697418,55.01452417,56.27567712,57.47361746,58.69705836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV04351050212,G5_GOV,4351050212,AEROCHAMBER PLUS FLOW-VU/MEDIUM MASK,SPACER/AEROSOL-HOLDING CHAMBERS & SUPPLIES,72.41678985,74.17984901,75.88034787,77.49561284,79.14526195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV04351050312,G5_GOV,4351050312,AEROCHAMBER PLUS FLOW-VU/LARGE MASK,SPACER/AEROSOL-HOLDING CHAMBERS & SUPPLIES,72.41678985,74.17984901,75.88034787,77.49561284,79.14526195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV04351079710,G5_GOV,4351079710,AEROCHAMBER Z-STAT PLUS/FLOWSIGNAL,SPACER/AEROSOL-HOLDING CHAMBERS & SUPPLIES,24.31690626,25.53275158,26.80938916,28.14985861,29.55735154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV05244001758,G5_GOV,5244001758,"MINIMED QUICK SET INFUSION SET/23""/9MM",INSULIN ADMINISTRATION SUPPLIES,32.44634676,35.06930944,38.06777046,41.7536062,45.79631562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV05244001947,G5_GOV,5244001947,"SILHOUETTE INFUSION SET 18""/13MM",INSULIN ADMINISTRATION SUPPLIES,32.44634676,35.06930944,38.06777046,41.7536062,45.79631562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08214029727,G5_GOV,8214029727,H-E-B INCONTROL PEN NEEDLES 29GX12MM,NEEDLES & SYRINGES,0.526163872,0.58828541,0.649600633,0.70409628,0.763163621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08214030727,G5_GOV,8214030727,H-E-B IN CONTROL PEN NEEDLES 31GX8MM,NEEDLES & SYRINGES,0.526163872,0.58828541,0.649600633,0.70409628,0.763163621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08214040727,G5_GOV,8214040727,H-E-B IN CONTROL PEN NEEDLES/NANO/32GX4MM,NEEDLES & SYRINGES,0.40776965,0.414163478,0.421501212,0.430747263,0.440196135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08214053080,G5_GOV,8214053080,"KROGER PEN NEEDLES/31G X 5/16""",NEEDLES & SYRINGES,0.259,0.259,0.259,0.259,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08214054080,G5_GOV,8214054080,"KROGER PEN NEEDLES/32G X 5/32""",NEEDLES & SYRINGES,0.259,0.259,0.259,0.259,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08214055080,G5_GOV,8214055080,"KROGER PEN NEEDLES/31G X 3/16""",NEEDLES & SYRINGES,0.259,0.259,0.259,0.259,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08214056529,G5_GOV,8214056529,PX LANCETS ULTRA THIN 28G,DIABETES MONITORING AND TESTING SUPPLIES,0.046,0.046,0.046,0.046,0.046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08214059080,G5_GOV,8214059080,"KROGER PEN NEEDLES/31G X 1/4""",NEEDLES & SYRINGES,0.259,0.259,0.259,0.259,0.259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08214070734,G5_GOV,8214070734,LEADER ADVANCED LANCING DEVICE,DIABETES MONITORING AND TESTING SUPPLIES,11.05,11.05,11.05,11.05,11.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08214383034,G5_GOV,8214383034,"LEADER UNIFINE PENTIPS PLUS/SHORT/31GX5/16""",NEEDLES & SYRINGES,0.2785,0.2785,0.2785,0.2785,0.2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08214384034,G5_GOV,8214384034,"LEADER UNIFINE PENTIPS/PLUS/32GX5/32""",NEEDLES & SYRINGES,0.2785,0.2785,0.2785,0.2785,0.2785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08214385034,G5_GOV,8214385034,"LEADER UNIFINE PENTIPS PLUS/MINI/31GX3/16""",NEEDLES & SYRINGES,0.301018953,0.313137374,0.325662869,0.339025468,0.352936361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08222032195,G5_GOV,8222032195,"ULTICARE INSULIN SAFETY SYRINGE/1ML/29G X 1/2""",NEEDLES & SYRINGES,0.724980796,0.761229835,0.799291327,0.839255893,0.881218688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08222032591,G5_GOV,8222032591,"ULTICARE INSULIN SAFETY SYRINGE/0.5ML/29G X 1/2""",NEEDLES & SYRINGES,0.724980796,0.761229835,0.799291327,0.839255893,0.881218688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08222051257,G5_GOV,8222051257,"ULTICARE SYRINGE/LOW DEADSPACE/1ML/22G X1-1/2""",NEEDLES & SYRINGES,0.674085953,0.70779025,0.743179763,0.780338751,0.819355688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08222092397,G5_GOV,8222092397,"ULTICARE INSULIN SYRINGE/0.3ML/29G X 1/2""",NEEDLES & SYRINGES,0.630771193,0.662309752,0.69542524,0.730196502,0.766706327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08222093158,G5_GOV,8222093158,"ULTICARE INSULIN SYRINGE/1ML/30G X 1/2""",NEEDLES & SYRINGES,0.630771193,0.662309752,0.69542524,0.730196502,0.766706327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08222094193,G5_GOV,8222094193,"ULTICARE INSULIN SYRINGE ULTRAFINE U-100/1ML/31G X 5/16""",NEEDLES & SYRINGES,0.630771193,0.662309752,0.69542524,0.730196502,0.766706327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08222094391,G5_GOV,8222094391,"ULTICARE INSULIN SYRINGE ULTRAFINE U-100/0.3ML/31G X 5/16""",NEEDLES & SYRINGES,0.630771193,0.662309752,0.69542524,0.730196502,0.766706327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08222094599,G5_GOV,8222094599,"ULTICARE INSULIN SYRINGE ULTRAFINE U-100/0.5ML/31G X 5/16""",NEEDLES & SYRINGES,0.630771193,0.662309752,0.69542524,0.730196502,0.766706327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08222095121,G5_GOV,8222095121,ULTICARE ORIGINAL PEN NEEDLES ULTI-FINE,NEEDLES & SYRINGES,0.87225098,0.915863528,0.961656705,1.00973954,1.060226517,0.273328095,0.286994499,0.301344224,0.316411436,0.332232007,0.040999214,0.043049175,0.045201634,0.047461715,0.049834801,0,0,0,0,0,0,0,0,0,0,0.02161388,0.033230324,0.045427591,0.05823472,0.071682206
G5_GOV08222095435,G5_GOV,8222095435,"ULTIGUARD SAFEPACK/MICRO PEN NEEDLE/32G X 5/32""",NEEDLES & SYRINGES,0.87225098,0.915863528,0.961656705,1.00973954,1.060226517,0.273328095,0.286994499,0.301344224,0.316411436,0.332232007,0.040999214,0.043049175,0.045201634,0.047461715,0.049834801,0,0,0,0,0,0,0,0,0,0,0.02161388,0.033230324,0.045427591,0.05823472,0.071682206
G5_GOV08222095459,G5_GOV,8222095459,ULTICARE MICRO PEN NEEDLES/32G X 4MM,NEEDLES & SYRINGES,0.965919148,1.014215105,1.064925861,1.118172154,1.174080761,0.263074156,0.276227864,0.290039257,0.30454122,0.319768281,0.039461123,0.04143418,0.043505889,0.045681183,0.047965242,0,0,0,0,0,0,0,0,0,0,0.020803033,0.031983685,0.043723369,0.056050037,0.068993039
G5_GOV08222095534,G5_GOV,8222095534,ULTICARE PEN NEEDLES 31G X 5MM/MINI,NEEDLES & SYRINGES,0.87225098,0.915863528,0.961656705,1.00973954,1.060226517,0.273328095,0.286994499,0.301344224,0.316411436,0.332232007,0.040999214,0.043049175,0.045201634,0.047461715,0.049834801,0,0,0,0,0,0,0,0,0,0,0.02161388,0.033230324,0.045427591,0.05823472,0.071682206
G5_GOV08222095626,G5_GOV,8222095626,"ULTICARE MINI PEN NEEDLES/32G X 1/4""",NEEDLES & SYRINGES,0.87225098,0.915863528,0.961656705,1.00973954,1.060226517,0.273328095,0.286994499,0.301344224,0.316411436,0.332232007,0.040999214,0.043049175,0.045201634,0.047461715,0.049834801,0,0,0,0,0,0,0,0,0,0,0.02161388,0.033230324,0.045427591,0.05823472,0.071682206
G5_GOV08222095633,G5_GOV,8222095633,ULTICARE MINI PEN NEEDLES ULTI-FINE IV,NEEDLES & SYRINGES,0.87225098,0.915863528,0.961656705,1.00973954,1.060226517,0.273328095,0.286994499,0.301344224,0.316411436,0.332232007,0.040999214,0.043049175,0.045201634,0.047461715,0.049834801,0,0,0,0,0,0,0,0,0,0,0.02161388,0.033230324,0.045427591,0.05823472,0.071682206
G5_GOV08222095657,G5_GOV,8222095657,ULTICARE MINI PEN NEEDLES31GX6MM,NEEDLES & SYRINGES,0.965919148,1.014215105,1.064925861,1.118172154,1.174080761,0.263074156,0.276227864,0.290039257,0.30454122,0.319768281,0.039461123,0.04143418,0.043505889,0.045681183,0.047965242,0,0,0,0,0,0,0,0,0,0,0.020803033,0.031983685,0.043723369,0.056050037,0.068993039
G5_GOV08222095831,G5_GOV,8222095831,ULTICARE SHORT PEN NEEDLES ULTI-FINE IV,NEEDLES & SYRINGES,0.87225098,0.915863528,0.961656705,1.00973954,1.060226517,0.273328095,0.286994499,0.301344224,0.316411436,0.332232007,0.040999214,0.043049175,0.045201634,0.047461715,0.049834801,0,0,0,0,0,0,0,0,0,0,0.02161388,0.033230324,0.045427591,0.05823472,0.071682206
G5_GOV08222251107,G5_GOV,8222251107,"ULTICARE TUBERCULIN SAFETY SYRINGE/1ML/25G X 1""",NEEDLES & SYRINGES,0.755301128,0.793066184,0.832719493,0.874355468,0.918073241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08222251589,G5_GOV,8222251589,"ULTICARE TUBERCULIN SAFETY SYRINGE/1ML/25G X 5/8""",NEEDLES & SYRINGES,0.755301128,0.793066184,0.832719493,0.874355468,0.918073241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08222440006,G5_GOV,8222440006,ULTICARE ALCOHOL SWABS,"APPLICATORS,COTTON BALLS,ETC",0.078508003,0.082433403,0.086555073,0.090882826,0.095426968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08222440013,G5_GOV,8222440013,ULTICARE ALCOHOL SWABS,"APPLICATORS,COTTON BALLS,ETC",0.074447244,0.078169606,0.082078086,0.086181991,0.09049109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5_GOV08222610058,G5_GOV,8222610058,"ULTICARE MINI SAFETY PEN NEEDLES 30G X 3/16""",NEEDLES & SYRINGES,1.250713695,1.31324938,1.378911849,1.447857441,1.520250313,0.328015765,0.344416553,0.361637381,0.37971925,0.398705212,0.032801577,0.034441655,0.036163738,0.037971925,0.039870521,0,0,0,0,0,0,0,0,0,0,0.027464189,0.042224898,0.057723643,0.073997325,0.091084691
