,,,,AWP/QTY,,,,,WAC/QTY,,,,,Base/QTY,,,,,MAF/QTY,,,,,PPL/QTY,,,,,PPA/QTY,,,,
IBCprem_BoG_GOV,406888501,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,1.714,1.714,1.714,1.714,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,406889101,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,1.714,1.714,1.714,1.714,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,406889201,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,1.714,1.714,1.714,1.714,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,406889301,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,1.714,1.714,1.714,1.714,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,406889401,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,1.714,1.714,1.714,1.714,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,406895101,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,6.1315,6.1315,6.1315,6.1315,6.1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,406895201,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,6.1315,6.1315,6.1315,6.1315,6.1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,406895301,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,6.1315,6.1315,6.1315,6.1315,6.1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,406895401,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,6.1315,6.1315,6.1315,6.1315,6.1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,406895501,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,6.1315,6.1315,6.1315,6.1315,6.1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,406895601,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,6.1315,6.1315,6.1315,6.1315,6.1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,409656201,TESTOSTERONE CYPIONATE,ANDROGENS,26.39,26.39,26.39,26.39,26.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,430042014,LO LOESTRIN FE,CONTRACEPTIVES,8.910343989,9.355870099,9.823672959,10.31486643,10.83062007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,430072124,ESTRACE,ESTROGENS & COMBOS,6.5412,6.5412,6.5412,6.5412,6.5412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456045701,ARMOUR THYROID,THYROID HORMONES,1.156039597,1.216784854,1.277206739,1.336527883,1.398604257,0.96391596,1.014565888,1.064946186,1.114408677,1.166168502,0.069884216,0.073556352,0.077208939,0.080794986,0.08454759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456045801,ARMOUR THYROID,THYROID HORMONES,1.357300269,1.428649472,1.499623349,1.569312346,1.64223986,1.132644681,1.192184414,1.251410943,1.309565261,1.370422069,0.082174844,0.086494529,0.090791491,0.095010662,0.099425903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456045901,ARMOUR THYROID,THYROID HORMONES,1.50807349,1.587346881,1.66619675,1.743606585,1.824612803,1.257757544,1.323872827,1.389634886,1.454195933,1.521756422,0.091271729,0.096069519,0.100841676,0.10552668,0.110429344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456046001,ARMOUR THYROID,THYROID HORMONES,2.362707196,2.486966693,2.61055899,2.731884719,2.858849061,1.970569994,2.074206211,2.177285963,2.278475328,2.384367469,0.14306015,0.150583969,0.15806739,0.165413572,0.173101168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456046101,ARMOUR THYROID,THYROID HORMONES,2.764972966,2.91038566,3.055014365,3.196983937,3.345550978,2.30685891,2.428178927,2.548844851,2.66729222,2.791243956,0.167414426,0.176218918,0.184975941,0.193571958,0.20256744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456046201,ARMOUR THYROID,THYROID HORMONES,2.06969491,2.178550513,2.286824474,2.393116075,2.504348111,1.726116736,1.816901846,1.907201867,1.99584861,2.088615654,0.12538745,0.131982203,0.138541718,0.144981137,0.151719861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456046301,ARMOUR THYROID,THYROID HORMONES,2.512969288,2.645148959,2.776615508,2.90566149,3.040705013,2.095734894,2.205968454,2.315607292,2.423227456,2.535849376,0.152124219,0.160125801,0.168084214,0.175896096,0.184071043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456046401,ARMOUR THYROID,THYROID HORMONES,2.95598614,3.111382331,3.265940248,3.417662768,3.57643371,2.466226784,2.595876326,2.724826483,2.851411022,2.983876172,0.178857154,0.188259674,0.197611474,0.206791712,0.216398428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456074413,AEROCHAMBER PLUS FLOW-VU/SMALL MASK,SPACER/AEROSOL-HOLDING CHAMBERS & SUPPLIES,58.85,58.85,58.85,58.85,58.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456074513,AEROCHAMBER PLUS FLOW-VU/MASK,SPACER/AEROSOL-HOLDING CHAMBERS & SUPPLIES,58.85,58.85,58.85,58.85,58.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456104501,ARMOUR THYROID,THYROID HORMONES,1.115320803,1.171086843,1.229641185,1.291123245,1.355679407,0.945861516,0.993154592,1.042812321,1.094952937,1.149700584,0.068575263,0.072004026,0.075604227,0.079384438,0.08335366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456111030,VIIBRYD,ANTIDEPRESSANTS,16.33333652,17.19229035,18.04660964,18.88523559,19.76283249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456112030,VIIBRYD,ANTIDEPRESSANTS,16.33333652,17.19229035,18.04660964,18.88523559,19.76283249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456120130,LINZESS,IRRITABLE BOWEL SYNDROME (IBS) AGENTS,11.30708206,11.30708206,11.30708206,11.30708206,11.30708206,9.385935844,9.385935844,9.385935844,0,0,0.380944151,0.380944151,0.225197905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456120230,LINZESS,IRRITABLE BOWEL SYNDROME (IBS) AGENTS,11.30708206,11.30708206,11.30708206,11.30708206,11.30708206,9.385935844,9.385935844,9.385935844,0,0,0.380944151,0.380944151,0.225197905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456120330,LINZESS,IRRITABLE BOWEL SYNDROME (IBS) AGENTS,11.30708206,11.30708206,11.30708206,11.30708206,11.30708206,9.385935844,9.385935844,9.385935844,0,0,0.380944151,0.380944151,0.225197905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456140590,BYSTOLIC,BETA BLOCKERS & COMBOS,8.593763008,9.045769161,9.495334843,9.936630529,10.39843543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456142090,BYSTOLIC,BETA BLOCKERS & COMBOS,8.593478918,9.045341226,9.494768051,9.935932953,10.39759614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456150055,SAVELLA TITRATION PACK,FIBROMYALGIA AGENTS,11.45666718,12.05904729,12.65817694,13.24628849,13.8617243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456151060,SAVELLA,FIBROMYALGIA AGENTS,11.45646983,12.05879373,12.6578746,13.24595945,13.86136673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456151260,SAVELLA,FIBROMYALGIA AGENTS,11.45646983,12.05879373,12.6578746,13.24595945,13.86136673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456152560,SAVELLA,FIBROMYALGIA AGENTS,11.45646983,12.05879373,12.6578746,13.24595945,13.86136673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456155060,SAVELLA,FIBROMYALGIA AGENTS,11.45646983,12.05879373,12.6578746,13.24595945,13.86136673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456201001,LEXAPRO,ANTIDEPRESSANTS,20.65019071,21.73593644,22.81584297,23.87593548,24.98528307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456202001,LEXAPRO,ANTIDEPRESSANTS,21.54838603,22.68131397,23.80816701,24.91434207,26.07191223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456220228,FETZIMA TITRATION PACK,ANTIDEPRESSANTS,23.56591143,24.80491279,26.03724566,27.24698817,28.51293774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456221230,FETZIMA,ANTIDEPRESSANTS,23.56542164,24.80437368,26.03667977,27.24636995,28.51226355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456222030,FETZIMA,ANTIDEPRESSANTS,23.56542164,24.80437368,26.03667977,27.24636995,28.51226355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456224030,FETZIMA,ANTIDEPRESSANTS,23.56542164,24.80437368,26.03667977,27.24636995,28.51226355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456228030,FETZIMA,ANTIDEPRESSANTS,23.56542164,24.80437368,26.03667977,27.24636995,28.51226355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456315467,AEROCHAMBER PLUS FLOW-VU,SPACER/AEROSOL-HOLDING CHAMBERS & SUPPLIES,43.64,43.64,43.64,43.64,43.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,456320014,NAMENDA TITRATION PAK,ANTIDEMENTIA AGENTS,8.89306,8.89306,8.89306,8.89306,8.89306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,469012599,XTANDI,ONCOLOGY,156.7948065,160.8126734,164.9334981,169.159919,173.494642,130.2444203,0,0,0,0,17.18295462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,469052002,CRESEMBA,ANTIFUNGALS,146.5041197,150.070909,153.5111345,156.778926,160.116279,121.7583335,124.7226618,127.5818041,130.297638,133.0712838,10.04506251,10.2896196,10.52549884,10.74955514,10.97838092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,469060773,PROGRAF,TRANSPLANT,4.818634815,5.022260685,5.232763719,5.457071369,5.69099419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,469061773,PROGRAF,TRANSPLANT,9.637052564,10.04429513,10.46529172,10.91389691,11.38173202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,469062599,XTANDI,ONCOLOGY,156.7948065,160.8126734,164.9334981,169.159919,173.494642,130.2444203,0,0,0,0,17.18295462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,469065773,PROGRAF,TRANSPLANT,48.18620506,50.22260227,52.32773287,54.57081347,56.91004596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,469072560,XTANDI,ONCOLOGY,313.5896024,321.625336,329.8669852,338.3198267,346.9892723,260.4888405,0,0,0,0,34.36663749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,469260130,MYRBETRIQ,URINARY ANTISPASMODICS & OAB DRUGS,19.75904033,20.4180636,21.0684606,21.70921569,22.36945807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,469260230,MYRBETRIQ,URINARY ANTISPASMODICS & OAB DRUGS,19.75904033,20.4180636,21.0684606,21.70921569,22.36945807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,469260290,MYRBETRIQ,URINARY ANTISPASMODICS & OAB DRUGS,19.75915838,20.41818559,21.06858647,21.70934539,22.36959171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,469266030,VEOZAH,MENOPAUSAL SYMPTOMS SUPPRESSANTS,23.90102022,24.48291446,25.04416079,25.57727584,26.12173931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,469502099,MYRBETRIQ,URINARY ANTISPASMODICS & OAB DRUGS,2.772,2.772,2.772,2.772,2.772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,472173803,MICONAZOLE 3,VAGINAL ANTI-INFECTIVES,20.6220981,21.65320301,22.73586316,23.87265631,25.06628913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,480124328,LENALIDOMIDE,ONCOLOGY,949.87571,949.87571,949.87571,949.87571,949.87571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,480124421,LENALIDOMIDE,ONCOLOGY,949.87714,949.87714,949.87714,949.87714,949.87714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,480315656,TERIFLUNOMIDE,MS,343.12933,343.12933,343.12933,343.12933,343.12933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,480366722,LIRAGLUTIDE,GLUCAGON-LIKE PEPTIDE-1 AGONISTS (GLP1),103.26778,103.26778,103.26778,103.26778,103.26778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,480579508,CETRORELIX ACETATE,FERTILITY MEDICATIONS,326.87,326.87,326.87,326.87,326.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,485015101,UROGESIC-BLUE,URINARY ANTISEPTIC / ANTISPASMODICS / ANALGESICS,6.950248263,7.354099388,7.765399459,8.186214221,8.629833356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,485015130,UROGESIC-BLUE,URINARY ANTISEPTIC / ANTISPASMODICS / ANALGESICS,7.304291148,7.728714289,8.160965822,8.603216721,9.069433638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,486111101,K-PHOS,VITAMINS & SUPPLEMENTS,0.712652741,0.724613192,0.738354032,0.755689846,0.773432688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,487020101,IPRATROPIUM BROMIDE/ALBUTEROL SULFATE,LABA LAMA COMBO,0.736,0.736,0.736,0.736,0.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,487020103,IPRATROPIUM BROMIDE/ALBUTEROL SULFATE,LABA LAMA COMBO,0.73011,0.73011,0.73011,0.73011,0.73011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,487020160,IPRATROPIUM BROMIDE/ALBUTEROL SULFATE,LABA LAMA COMBO,0.70089,0.70089,0.70089,0.70089,0.70089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,517042001,ESTRADIOL VALERATE,ESTROGENS & COMBOS,33.376,33.376,33.376,33.376,33.376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,517044001,ESTRADIOL VALERATE,ESTROGENS & COMBOS,55.372,55.372,55.372,55.372,55.372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,527150137,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,1.714,1.714,1.714,1.714,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,527150537,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,1.714,1.714,1.714,1.714,1.714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,527258032,FLUVASTATIN SODIUM ER,STATINS & COMBOS,8.76233,8.76233,8.76233,8.76233,8.76233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,527301248,MESALAMINE DR,INFLAMMATORY BOWEL AGENTS,10.671,10.671,10.671,10.671,10.671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,527411837,PROPRANOLOL HYDROCHLORIDE ER,BETA BLOCKERS & COMBOS,2.9822,2.9822,2.9822,2.9822,2.9822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,527551037,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,6.1315,6.1315,6.1315,6.1315,6.1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,527551537,AMPHETAMINE/DEXTROAMPHETAMINE,ADHD & NARCOLEPSY MEDICATIONS,6.1315,6.1315,6.1315,6.1315,6.1315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536100836,ASPIRIN,ANALGESICS,0.0625,0.0625,0.0625,0.0625,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536100901,FERROUS SULFATE,VITAMINS & SUPPLEMENTS,0.0325,0.0325,0.0325,0.0325,0.0325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536105224,PEG 3350,LAXATIVES,0.04618,0.04618,0.04618,0.04618,0.04618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536110301,ALCOHOL PREPS,"APPLICATORS,COTTON BALLS,ETC",0.0269,0.0269,0.0269,0.0269,0.0269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536110688,NICOTINE TRANSDERMAL SYSTEM STEP 3,SMOKING DETERRENTS,2.14214,2.14214,2.14214,2.14214,2.14214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536110788,NICOTINE TRANSDERMAL SYSTEM STEP 2,SMOKING DETERRENTS,2.14214,2.14214,2.14214,2.14214,2.14214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536110888,NICOTINE TRANSDERMAL SYSTEM STEP 1,SMOKING DETERRENTS,2.14214,2.14214,2.14214,2.14214,2.14214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536123441,ASPIRIN LOW DOSE,ANALGESICS,0.02583,0.02583,0.02583,0.02583,0.02583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536123981,NICOTINE MINI LOZENGE,SMOKING DETERRENTS,0.5058,0.5058,0.5058,0.5058,0.5058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536124181,NICOTINE MINI LOZENGE,SMOKING DETERRENTS,0.5058,0.5058,0.5058,0.5058,0.5058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536133709,NICOTINE POLACRILEX,SMOKING DETERRENTS,0.42514,0.42514,0.42514,0.42514,0.42514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536133809,NICOTINE POLACRILEX,SMOKING DETERRENTS,0.42514,0.42514,0.42514,0.42514,0.42514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536136206,NICOTINE POLACRILEX,SMOKING DETERRENTS,0.4272,0.4272,0.4272,0.4272,0.4272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536136223,NICOTINE POLACRILEX,SMOKING DETERRENTS,0.28164,0.28164,0.28164,0.28164,0.28164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536137206,NICOTINE POLACRILEX,SMOKING DETERRENTS,0.5162,0.5162,0.5162,0.5162,0.5162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536137223,NICOTINE POLACRILEX,SMOKING DETERRENTS,0.38145,0.38145,0.38145,0.38145,0.38145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536143363,LEVONORGESTREL,CONTRACEPTIVES,9.05,9.05,9.05,9.05,9.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536247085,MILK OF MAGNESIA,LAXATIVES,0.00863,0.00863,0.00863,0.00863,0.00863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536302923,NICOTINE POLACRILEX,SMOKING DETERRENTS,0.28164,0.28164,0.28164,0.28164,0.28164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536303023,NICOTINE POLACRILEX,SMOKING DETERRENTS,0.38145,0.38145,0.38145,0.38145,0.38145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536311201,NICOTINE POLACRILEX,SMOKING DETERRENTS,0.395,0.395,0.395,0.395,0.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536311237,NICOTINE POLACRILEX,SMOKING DETERRENTS,0.585,0.585,0.585,0.585,0.585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536311301,NICOTINE POLACRILEX,SMOKING DETERRENTS,0.4158,0.4158,0.4158,0.4158,0.4158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536311337,NICOTINE POLACRILEX,SMOKING DETERRENTS,0.61575,0.61575,0.61575,0.61575,0.61575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536340401,NICOTINE POLACRILEX,SMOKING DETERRENTS,0.395,0.395,0.395,0.395,0.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536340501,NICOTINE POLACRILEX,SMOKING DETERRENTS,0.4158,0.4158,0.4158,0.4158,0.4158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536406301,CLASSIC PRENATAL,PRENATAL VITAMINS,0.068776317,0.072215133,0.075825889,0.079617184,0.083598043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBCprem_BoG_GOV,536408501,PRENATAL VITAMINS,PRENATAL VITAMINS,0.0587,0.0587,0.0587,0.0587,0.0587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
